Date,Average Daily Total Cloud Cover [oktas],Average Daily Wind Speed [m/s],Average Daily Temperature [°C],Average Daily Relative Humidity [%],Average Daily Station-Level Pressure [hPa],Daily Precipitation Sum [mm],Night Precipitation Sum [mm]
2021-08-26,6.8,2.6,15.3,84.5,1003.0,0.5,2.7
2021-08-27,7.0,1.6,15.0,88.1,1009.8,4.9,0.1
2021-08-28,6.4,1.4,14.6,92.1,1012.3,0.3,2.6
2021-08-29,7.1,2.5,15.9,89.9,1011.8,8.9,2.2
2021-08-30,7.0,4.0,16.8,89.1,1012.2,0.5,3.9
2021-08-31,7.0,7.5,17.4,82.6,1012.4,0.0,0.0
2021-09-01,6.3,5.1,16.6,72.4,1018.7,0.0,0.0
2021-09-02,0.0,3.8,15.0,70.1,1021.3,0.0,0.0
2021-09-03,0.0,3.9,15.0,76.0,1015.7,0.0,0.0
2021-09-04,0.0,2.5,13.9,64.3,1019.8,0.0,0.0
2021-09-05,0.0,2.1,12.2,69.4,1026.1,0.0,0.0
2021-09-06,0.0,2.8,13.0,69.3,1025.7,0.0,0.0
2021-09-07,0.0,2.1,14.8,66.9,1023.5,0.0,0.0
2021-09-08,0.0,2.6,17.2,69.1,1020.7,0.0,0.0
2021-09-09,0.0,3.3,17.8,69.6,1015.6,0.0,0.0
2021-09-10,0.0,2.9,18.4,70.4,1013.2,0.0,0.0
2021-09-11,0.0,2.6,18.7,81.0,1013.1,8.2,0.3
2021-09-12,0.0,2.8,17.7,89.5,1012.8,3.1,0.0
2021-09-13,0.0,3.0,16.3,83.8,1014.3,0.0,0.0
2021-09-14,0.0,1.9,16.1,83.0,1017.7,0.0,0.0
2021-09-15,0.0,2.6,15.5,84.6,1016.4,0.0,3.3
2021-09-16,0.0,2.5,16.1,92.3,1010.1,3.8,0.1
2021-09-17,0.0,2.0,16.2,90.8,1008.5,0.0,0.5
2021-09-18,0.0,4.8,12.4,79.9,1013.1,0.1,0.0
2021-09-19,0.0,5.5,12.5,68.6,1015.7,0.0,0.0
2021-09-20,0.0,5.5,12.2,66.4,1019.0,0.0,0.0
2021-09-21,0.0,4.1,12.3,65.9,1021.9,0.0,1.8
2021-09-22,0.0,1.6,11.0,83.4,1021.5,0.0,0.0
2021-09-23,0.0,4.4,12.8,88.4,1006.0,1.6,4.3
2021-09-24,0.0,7.3,13.5,71.0,1002.3,0.0,0.0
2021-09-25,0.0,4.1,15.9,77.4,1009.8,0.0,0.0
2021-09-26,0.0,2.0,12.9,86.0,1020.3,0.0,0.0
2021-09-27,0.0,4.1,13.3,74.1,1021.9,0.0,0.0
2021-09-28,0.0,5.6,12.1,75.4,1022.8,0.0,0.0
2021-09-29,0.0,6.8,12.2,71.6,1022.3,0.0,0.9
2021-09-30,0.0,4.3,12.5,77.0,1022.0,0.0,0.0
2021-10-01,0.0,4.1,10.3,76.4,1024.7,0.0,0.0
2021-10-02,0.0,5.4,10.6,87.5,1017.2,0.0,0.0
2021-10-03,0.0,6.5,14.1,74.4,1013.7,0.0,0.0
2021-10-04,0.0,3.1,14.0,83.3,1016.0,0.0,0.0
2021-10-05,0.0,6.3,15.5,76.5,1014.0,0.0,0.0
2021-10-06,0.0,6.0,14.2,76.5,1016.7,4.1,3.8
2021-10-07,0.0,3.3,11.3,83.0,1028.4,0.0,0.0
2021-10-08,0.0,2.4,8.5,72.3,1034.9,0.0,0.0
2021-10-09,0.0,1.8,8.3,74.3,1035.9,0.0,0.0
2021-10-10,0.0,2.3,7.0,77.4,1030.1,0.0,0.0
2021-10-11,0.0,3.1,6.7,82.0,1017.5,0.0,0.0
2021-10-12,0.0,3.9,8.1,79.6,1009.0,0.0,4.7
2021-10-13,0.0,3.3,7.1,84.5,1014.4,3.3,0.0
2021-10-14,0.0,3.3,7.2,89.8,1015.4,0.0,0.0
2021-10-15,0.0,4.6,11.0,86.0,1007.6,1.4,0.0
2021-10-16,0.0,4.3,9.0,79.3,1014.4,0.0,0.0
2021-10-17,0.0,3.5,9.2,77.3,1015.5,0.0,0.2
2021-10-18,0.0,2.6,8.3,76.5,1020.7,0.0,0.0
2021-10-19,0.0,4.1,9.5,87.8,1019.1,0.1,1.4
2021-10-20,0.0,5.8,15.1,78.8,1002.7,0.0,0.0
2021-10-21,0.0,7.6,13.8,72.5,990.4,0.4,1.0
2021-10-22,0.0,6.8,7.3,77.0,999.0,1.4,2.3
2021-10-23,0.0,5.9,7.0,76.6,1014.0,0.0,0.0
2021-10-24,0.0,2.6,5.1,85.4,1028.0,0.0,0.0
2021-10-25,0.0,4.5,5.3,84.0,1021.4,0.0,0.0
2021-10-26,0.0,3.0,6.7,87.6,1016.6,0.3,0.0
2021-10-27,0.0,4.0,10.7,89.0,1017.8,0.0,0.0
2021-10-28,0.0,3.3,11.7,84.0,1020.4,0.0,0.0
2021-10-29,0.0,4.5,7.6,84.1,1016.2,0.0,0.0
2021-10-30,0.0,4.6,8.1,76.4,1012.4,0.0,0.0
2021-10-31,0.0,5.0,10.0,74.1,1010.7,0.0,0.0
2021-11-01,0.0,5.5,9.0,76.9,1004.3,0.0,0.0
2021-11-02,0.0,4.3,5.9,91.4,1000.7,1.4,7.2
2021-11-03,0.0,3.3,7.7,92.3,1003.5,0.1,0.0
2021-11-04,0.0,4.3,7.3,90.8,1001.7,5.3,0.1
2021-11-05,0.0,5.9,8.0,87.9,1005.8,0.4,0.1
2021-11-06,0.0,5.4,9.2,84.4,1016.4,0.0,0.0
2021-11-07,0.0,5.8,7.9,84.6,1006.0,0.7,0.0
2021-11-08,0.0,3.5,6.7,83.0,1013.6,3.8,0.0
2021-11-09,0.0,3.6,4.6,82.3,1028.1,0.0,0.0
2021-11-10,0.0,4.0,5.2,91.0,1025.2,0.0,0.0
2021-11-11,0.0,2.1,6.3,89.9,1019.8,0.0,0.0
2021-11-12,0.0,2.0,7.6,87.0,1019.8,0.0,0.0
2021-11-13,0.0,4.1,5.5,95.1,1017.9,0.0,0.0
2021-11-14,0.0,3.4,6.7,83.0,1024.8,0.0,0.0
2021-11-15,0.0,3.8,5.2,85.3,1031.8,0.0,0.0
2021-11-16,0.0,3.1,4.9,89.9,1025.8,0.0,0.0
2021-11-17,0.0,3.3,4.6,94.6,1016.4,0.0,0.0
2021-11-18,0.0,5.3,6.8,89.6,1014.1,2.4,0.0
2021-11-19,0.0,7.4,11.8,82.6,1008.8,0.2,0.0
2021-11-20,0.0,5.9,10.1,78.4,1010.4,0.0,0.0
2021-11-21,0.0,4.5,8.4,81.0,1004.0,1.2,0.3
2021-11-22,0.0,2.8,3.7,80.3,1017.3,0.2,0.1
2021-11-23,0.0,4.0,3.8,84.1,1018.6,0.0,0.0
2021-11-24,0.0,3.6,6.0,93.4,1016.9,0.0,0.0
2021-11-25,0.0,4.0,4.8,83.0,1007.1,0.0,0.0
2021-11-26,0.0,4.0,2.9,84.1,997.2,0.0,0.0
2021-11-27,0.0,2.0,2.2,93.9,994.2,1.5,0.0
2021-11-28,0.0,2.6,1.7,93.8,996.6,0.0,3.0
2021-11-29,0.0,4.9,3.1,87.9,995.2,2.6,0.3
2021-11-30,0.0,4.9,0.7,88.4,992.3,0.5,0.0
2021-12-01,0.0,5.5,0.6,86.4,993.0,0.4,1.5
2021-12-02,0.0,8.6,2.8,84.8,983.5,0.0,0.2
2021-12-03,0.0,4.3,0.6,88.6,1000.3,0.1,0.0
2021-12-04,0.0,3.9,0.8,88.6,1001.0,0.0,0.0
2021-12-05,0.0,2.9,0.9,90.1,1007.0,0.0,0.0
2021-12-06,0.0,4.9,-0.5,82.5,1014.0,1.3,0.0
2021-12-07,0.0,3.0,-6.0,83.5,1016.3,0.0,0.0
2021-12-08,0.0,5.8,-7.3,87.5,1014.2,0.0,0.0
2021-12-09,0.0,4.3,-3.9,80.6,1010.2,0.0,0.0
2021-12-10,0.0,4.4,-0.3,92.1,1003.1,0.6,0.0
2021-12-11,0.0,3.9,-3.0,94.4,1012.3,0.0,0.0
2021-12-12,0.0,4.9,-4.0,95.6,1021.7,0.0,0.0
2021-12-13,0.0,3.6,-0.5,98.3,1024.4,0.0,0.0
2021-12-14,0.0,3.4,1.7,98.8,1022.3,0.0,0.0
2021-12-15,0.0,3.8,4.6,95.4,1023.3,0.1,0.0
2021-12-16,0.0,6.5,7.5,82.3,1023.8,0.0,0.0
2021-12-17,0.0,5.4,5.4,82.8,1028.3,0.0,0.0
2021-12-18,0.0,3.5,4.2,88.8,1025.4,0.0,0.0
2021-12-19,0.0,6.9,5.3,76.5,1010.3,0.0,1.5
2021-12-20,0.0,7.6,1.7,79.3,1015.3,2.7,1.9
2021-12-21,0.0,4.9,-1.8,81.4,1022.2,1.2,4.5
2021-12-22,0.0,3.3,-3.0,89.1,1024.6,0.5,0.1
2021-12-23,0.0,4.5,-3.0,87.9,1011.6,0.0,0.0
2021-12-24,0.0,4.4,-1.7,90.0,994.0,0.3,0.6
2021-12-25,0.0,5.3,-5.1,80.9,1005.9,0.0,0.0
2021-12-26,0.0,3.4,-4.7,85.6,1012.0,0.0,0.0
2021-12-27,0.0,3.3,-9.0,91.6,1015.8,0.0,0.0
2021-12-28,0.0,7.8,-7.0,88.3,1008.4,0.0,0.0
2021-12-29,0.0,5.4,-2.0,90.0,1005.2,0.0,0.0
2021-12-30,0.0,2.8,1.2,96.9,1008.1,0.0,0.0
2021-12-31,0.0,3.3,6.2,98.0,1006.1,1.9,0.0
2022-01-01,0.0,4.0,5.5,91.4,1016.3,0.0,0.1
2022-01-02,0.0,4.8,6.8,94.4,1008.3,2.3,0.9
2022-01-03,0.0,4.6,7.4,89.0,999.1,0.0,0.0
2022-01-04,0.0,3.9,5.2,91.6,993.5,0.0,0.0
2022-01-05,0.0,4.3,2.4,85.3,992.6,0.0,0.4
2022-01-06,0.0,5.1,0.2,82.9,1004.3,0.7,0.0
2022-01-07,0.0,4.3,-1.4,85.6,1012.8,0.0,0.9
2022-01-08,0.0,4.5,0.2,92.3,1007.3,0.0,0.0
2022-01-09,0.0,4.0,-2.1,89.3,1004.8,0.0,0.0
2022-01-10,0.0,1.9,-3.5,87.1,1022.2,0.0,0.0
2022-01-11,0.0,2.4,-0.5,91.0,1034.3,0.0,0.0
2022-01-12,0.0,3.5,-1.9,92.9,1032.0,0.0,0.0
2022-01-13,0.0,7.4,5.8,84.8,1021.1,0.0,0.0
2022-01-14,0.0,10.1,6.8,68.3,1014.6,0.0,0.0
2022-01-15,0.0,4.3,2.1,74.1,1022.4,0.0,0.0
2022-01-16,0.0,4.3,0.3,88.8,1014.9,0.8,1.2
2022-01-17,0.0,8.8,3.3,67.9,1006.6,0.7,0.0
2022-01-18,0.0,4.1,2.0,76.4,1026.9,0.0,0.0
2022-01-19,0.0,4.6,2.8,86.3,1016.3,0.0,0.0
2022-01-20,0.0,7.8,0.5,75.5,1000.4,2.8,0.0
2022-01-21,0.0,8.3,1.3,62.1,1010.9,0.0,0.0
2022-01-22,0.0,6.4,1.2,73.3,1020.3,0.3,0.0
2022-01-23,0.0,2.4,1.0,80.5,1028.7,0.0,0.0
2022-01-24,0.0,3.4,2.6,92.9,1029.8,0.0,0.1
2022-01-25,0.0,3.5,4.0,93.3,1024.0,0.5,0.0
2022-01-26,0.0,3.4,3.2,91.4,1018.6,0.5,1.2
2022-01-27,0.0,6.6,4.6,87.9,1004.8,0.8,4.3
2022-01-28,0.0,7.5,2.7,84.5,1009.1,0.9,0.0
2022-01-29,0.0,5.5,1.8,88.0,1006.7,3.0,2.9
2022-01-30,0.0,10.5,4.4,70.9,992.4,0.9,0.0
2022-01-31,0.0,6.0,1.5,65.3,1002.8,0.0,0.0
2022-02-01,0.0,4.4,-0.3,82.0,999.8,0.3,0.6
2022-02-02,0.0,4.1,1.4,87.3,998.1,0.1,0.0
2022-02-03,0.0,3.4,1.1,87.8,1013.1,0.0,1.6
2022-02-04,0.0,3.6,4.3,95.6,1005.5,0.0,0.6
2022-02-05,0.0,6.5,4.1,81.9,1003.6,0.0,0.0
2022-02-06,0.0,6.4,4.1,86.1,995.0,0.0,2.3
2022-02-07,0.0,5.0,3.7,78.3,997.8,0.1,0.0
2022-02-08,0.0,5.6,3.8,82.4,1011.9,0.1,0.0
2022-02-09,0.0,5.1,6.3,84.9,1015.1,0.1,0.0
2022-02-10,0.0,4.0,4.9,82.8,1014.1,0.5,0.0
2022-02-11,0.0,4.1,2.3,85.6,1015.9,0.5,0.3
2022-02-12,0.0,4.0,0.7,75.3,1027.8,0.0,0.0
2022-02-13,0.0,6.0,0.9,78.4,1017.5,0.0,0.0
2022-02-14,0.0,7.3,2.6,73.0,1008.3,0.0,0.0
2022-02-15,0.0,4.3,3.7,81.9,1007.3,0.0,0.0
2022-02-16,0.0,6.9,5.5,84.0,996.6,1.0,4.2
2022-02-17,0.0,7.9,6.4,83.3,979.1,1.3,0.9
2022-02-18,0.0,7.6,4.9,75.6,994.5,0.0,3.0
2022-02-19,0.0,10.0,5.4,75.6,991.4,0.6,0.0
2022-02-20,0.0,5.5,3.1,79.5,1001.0,0.0,1.1
2022-02-21,0.0,8.5,6.3,78.8,985.4,0.3,1.4
2022-02-22,0.0,4.9,2.0,76.4,1002.1,0.3,0.7
2022-02-23,0.0,5.6,3.3,82.4,1010.6,0.0,0.0
2022-02-24,0.0,6.1,4.3,75.8,1012.2,0.0,0.0
2022-02-25,0.0,6.4,4.7,68.9,1009.4,0.0,0.0
2022-02-26,0.0,2.6,2.5,84.6,1028.2,0.0,0.0
2022-02-27,0.0,3.1,1.6,73.8,1038.2,0.0,0.0
2022-02-28,0.0,1.9,1.4,72.4,1037.4,0.0,0.0
2022-03-01,0.0,1.9,0.0,68.8,1034.5,0.0,0.0
2022-03-02,0.0,2.0,0.1,72.5,1025.3,0.0,0.0
2022-03-03,0.0,3.8,2.3,83.1,1018.9,0.0,0.0
2022-03-04,0.0,4.8,2.7,77.4,1021.8,0.0,0.0
2022-03-05,0.0,2.8,-0.4,68.6,1024.6,0.0,0.0
2022-03-06,0.0,2.0,-1.4,78.6,1022.5,0.0,0.0
2022-03-07,0.0,3.4,1.3,82.9,1021.2,0.0,0.0
2022-03-08,0.0,2.3,3.1,77.1,1023.2,0.0,0.0
2022-03-09,0.0,3.6,2.1,86.5,1025.2,0.0,0.0
2022-03-10,0.0,4.0,0.0,57.5,1035.6,0.0,0.0
2022-03-11,0.0,4.1,-0.8,52.8,1035.8,0.0,0.0
2022-03-12,0.0,2.8,0.5,54.1,1030.8,0.0,0.0
2022-03-13,0.0,2.8,2.0,63.5,1028.4,0.0,0.0
2022-03-14,0.0,3.9,3.2,64.4,1029.7,0.0,0.0
2022-03-15,0.0,2.9,3.8,70.6,1026.3,0.0,0.0
2022-03-16,0.0,3.0,3.0,96.4,1028.5,0.0,0.0
2022-03-17,0.0,3.6,4.3,77.0,1033.9,0.0,0.0
2022-03-18,0.0,3.6,4.9,60.3,1040.7,0.0,0.0
2022-03-19,0.0,2.9,2.8,94.4,1045.3,0.0,0.0
2022-03-20,0.0,2.1,3.0,85.6,1044.9,0.0,0.0
2022-03-21,0.0,2.4,4.9,62.1,1040.8,0.0,0.0
2022-03-22,0.0,3.0,6.8,54.9,1036.2,0.0,0.0
2022-03-23,0.0,3.1,4.8,69.9,1030.4,0.0,0.0
2022-03-24,0.0,2.5,4.2,74.5,1027.3,0.0,0.0
2022-03-25,0.0,2.9,7.4,66.3,1023.8,0.0,0.0
2022-03-26,0.0,4.8,7.3,67.4,1022.0,0.0,0.0
2022-03-27,0.0,3.8,6.6,51.8,1027.6,0.0,0.0
2022-03-28,0.0,5.9,8.5,67.5,1012.8,0.0,0.0
2022-03-29,0.0,3.4,4.7,72.0,1006.3,0.0,0.0
2022-03-30,0.0,5.4,1.0,70.1,1006.3,0.0,0.0
2022-03-31,0.0,5.9,1.7,53.9,1008.8,0.0,0.0
2022-04-01,0.0,8.1,2.8,50.1,1008.7,0.0,0.0
2022-04-02,0.0,8.9,2.7,55.4,1010.3,0.0,0.0
2022-04-03,0.0,3.5,2.4,51.1,1012.2,0.0,0.0
2022-04-04,0.0,8.3,4.0,69.1,999.1,0.1,2.1
2022-04-05,0.0,5.9,3.9,70.5,992.9,0.3,0.0
2022-04-06,0.0,4.0,5.4,84.8,996.4,0.2,0.0
2022-04-07,0.0,6.8,10.9,68.4,985.5,0.1,3.5
2022-04-08,0.0,6.9,6.7,63.1,986.1,0.0,0.0
2022-04-09,0.0,5.5,5.2,64.6,996.0,0.3,0.0
2022-04-10,0.0,6.1,5.4,61.6,1007.1,0.0,0.0
2022-04-11,0.0,2.9,3.3,73.0,1015.7,0.0,0.0
2022-04-12,0.0,2.3,4.3,74.6,1020.9,0.0,0.0
2022-04-13,0.0,3.5,7.3,63.3,1022.2,0.0,0.0
2022-04-14,0.0,3.0,8.6,71.0,1017.3,0.4,0.0
2022-04-15,0.0,4.6,5.7,93.8,1020.5,0.2,0.0
2022-04-16,0.0,4.8,4.9,82.9,1030.8,0.0,0.0
2022-04-17,0.0,3.4,4.9,75.3,1028.1,0.0,0.0
2022-04-18,0.0,3.5,5.6,74.4,1020.4,0.0,0.0
2022-04-19,0.0,4.9,7.3,74.5,1015.3,0.0,0.0
2022-04-20,0.0,5.0,7.5,80.0,1012.9,0.1,0.0
2022-04-21,0.0,3.6,8.6,79.6,1013.1,0.0,0.0
2022-04-22,0.0,5.5,10.2,72.6,1013.7,0.0,0.0
2022-04-23,0.0,4.5,7.8,83.1,1009.9,0.0,0.0
2022-04-24,0.0,4.5,6.8,85.9,1007.2,0.0,0.0
2022-04-25,0.0,3.6,6.1,90.5,1008.5,0.0,0.0
2022-04-26,0.0,3.4,7.8,71.4,1015.3,0.0,0.0
2022-04-27,0.0,4.5,6.9,72.9,1023.4,0.0,0.2
2022-04-28,0.0,2.4,6.6,70.3,1026.5,0.0,0.0
2022-04-29,0.0,2.6,5.9,84.8,1026.5,0.0,0.0
2022-04-30,0.0,2.5,9.4,66.0,1024.0,0.0,0.0
2022-05-01,0.0,2.9,9.8,69.1,1020.9,0.0,0.0
2022-05-02,0.0,2.5,9.1,68.4,1017.9,0.0,0.0
2022-05-03,0.0,3.8,8.0,76.5,1014.8,0.0,0.0
2022-05-04,0.0,3.6,8.9,51.3,1020.0,0.0,0.0
2022-05-05,0.0,3.4,10.3,68.0,1019.4,1.8,0.3
2022-05-06,0.0,2.8,10.3,81.3,1021.5,0.0,0.0
2022-05-07,0.0,2.5,12.1,75.9,1019.9,0.0,0.0
2022-05-08,0.0,4.4,9.3,80.0,1023.6,0.0,0.0
2022-05-09,0.0,4.3,9.5,54.6,1030.0,0.0,0.0
2022-05-10,0.0,4.6,12.9,51.8,1020.9,0.0,0.1
2022-05-11,0.0,3.4,14.6,68.5,1009.6,0.0,3.3
2022-05-12,0.0,5.0,13.7,70.3,1008.3,0.0,0.0
2022-05-13,0.0,2.5,11.9,71.3,1013.0,0.0,0.0
2022-05-14,0.0,5.9,12.9,68.3,1012.7,0.1,0.0
2022-05-15,0.0,3.9,12.3,67.3,1017.7,0.0,0.0
2022-05-16,0.0,2.8,11.4,73.8,1020.1,0.0,0.0
2022-05-17,0.0,4.4,9.6,64.5,1023.2,0.0,0.0
2022-05-18,0.0,2.9,11.1,62.6,1027.1,0.0,0.0
2022-05-19,0.0,3.6,16.7,49.8,1020.6,0.0,0.1
2022-05-20,0.0,3.8,18.0,64.3,1013.2,0.0,5.8
2022-05-21,0.0,4.4,11.8,87.0,1006.4,1.4,0.0
2022-05-22,0.0,5.1,10.4,80.3,1011.5,0.2,0.0
2022-05-23,0.0,2.1,10.7,76.6,1012.4,0.0,0.0
2022-05-24,0.0,5.8,14.5,73.3,1007.8,2.2,0.9
2022-05-25,0.0,2.4,13.2,85.3,1011.6,0.0,0.1
2022-05-26,0.0,5.4,13.2,72.4,1010.6,0.0,0.0
2022-05-27,0.0,5.6,12.4,64.9,1006.5,1.7,0.0
2022-05-28,0.0,4.4,10.3,75.3,1004.2,0.3,0.6
2022-05-29,0.0,2.1,12.3,82.1,1008.7,0.1,1.1
2022-05-30,0.0,2.4,12.0,87.9,1010.1,0.0,0.0
2022-05-31,0.0,3.3,12.6,76.4,1014.0,0.0,7.4
2022-06-01,0.0,2.8,12.9,85.5,1011.6,1.5,0.0
2022-06-02,0.0,2.1,12.6,76.6,1016.3,1.4,0.0
2022-06-03,0.0,3.1,13.2,78.3,1020.8,0.0,0.0
2022-06-04,0.0,4.1,12.7,79.1,1020.1,0.0,0.0
2022-06-05,0.0,2.3,14.9,74.5,1020.7,0.0,0.0
2022-06-06,0.0,2.9,19.3,67.1,1015.4,0.0,0.2
2022-06-07,0.0,2.6,18.4,81.8,1011.3,1.3,0.5
2022-06-08,0.0,2.6,19.3,76.0,1009.1,0.0,0.0
2022-06-09,0.0,2.0,17.9,88.0,1010.1,0.7,0.1
2022-06-10,0.0,3.5,17.5,80.5,1016.9,0.0,0.0
2022-06-11,0.0,2.4,17.6,71.0,1019.9,0.0,0.6
2022-06-12,0.0,2.6,17.6,71.8,1018.1,0.0,0.2
2022-06-13,0.0,3.0,14.2,81.3,1013.6,8.6,0.0
2022-06-14,0.0,5.1,14.7,67.6,1015.2,0.0,0.0
2022-06-15,0.0,2.6,14.8,76.8,1018.0,0.0,0.0
2022-06-16,0.0,2.8,15.7,71.9,1016.9,0.0,0.0
2022-06-17,0.0,2.5,16.6,74.6,1019.0,0.0,0.2
2022-06-18,0.0,3.1,19.7,67.5,1014.2,0.0,0.0
2022-06-19,0.0,4.5,16.6,78.3,1009.1,0.0,7.7
2022-06-20,0.0,1.8,13.9,83.9,1008.7,1.9,14.3
2022-06-21,0.0,3.5,13.8,86.0,1007.5,2.4,0.0
2022-06-22,0.0,2.8,15.8,76.9,1011.3,0.0,0.0
2022-06-23,0.0,3.1,16.5,81.8,1015.1,0.0,0.0
2022-06-24,0.0,4.3,21.3,65.9,1014.4,0.0,0.0
2022-06-25,0.0,3.5,23.4,60.6,1013.9,0.0,0.0
2022-06-26,0.0,3.0,24.8,60.1,1016.6,0.0,0.0
2022-06-27,0.0,3.9,25.4,62.5,1016.8,0.0,0.0
2022-06-28,0.0,3.5,21.9,75.8,1016.5,5.9,0.0
2022-06-29,0.0,2.6,18.6,84.0,1017.3,0.0,0.0
2022-06-30,0.0,3.6,19.9,85.6,1014.4,14.8,2.4
2022-07-01,0.0,3.8,23.1,79.6,1012.4,2.1,5.9
2022-07-02,0.0,3.3,18.2,83.0,1020.1,1.4,0.0
2022-07-03,0.0,2.5,18.4,78.3,1020.3,0.0,0.0
2022-07-04,0.0,0.0,19.6,77.3,1015.6,0.7,0.0
2022-07-05,0.0,3.1,18.1,68.6,1017.8,2.8,0.0
2022-07-06,0.0,3.0,16.1,74.5,1016.6,0.0,0.0
2022-07-07,0.0,3.5,16.8,72.1,1014.3,0.1,0.0
2022-07-08,0.0,3.4,17.3,78.3,1018.2,1.0,0.0
2022-07-09,0.0,3.6,16.5,70.0,1015.8,0.2,0.0
2022-07-10,0.0,4.1,15.1,79.1,1012.0,2.3,9.8
2022-07-11,0.0,3.8,15.5,80.5,1015.1,1.3,0.2
2022-07-12,0.0,5.3,19.1,71.1,1015.5,0.0,0.0
2022-07-13,0.0,4.8,21.4,65.5,1012.0,0.0,0.0
2022-07-14,0.0,4.4,18.1,61.8,1011.9,0.0,0.0
2022-07-15,0.0,4.9,15.7,69.5,1012.0,0.0,0.0
2022-07-16,0.0,3.5,13.0,85.0,1013.1,21.9,0.1
2022-07-17,0.0,3.4,15.8,73.8,1020.4,0.0,0.0
2022-07-18,0.0,2.8,16.9,84.5,1021.1,0.9,0.1
2022-07-19,0.0,2.6,20.2,74.9,1018.7,0.0,0.0
2022-07-20,0.0,1.6,21.1,72.5,1020.3,0.0,0.0
2022-07-21,0.0,3.8,24.6,66.5,1016.7,0.0,0.0
2022-07-22,0.0,3.0,22.2,77.8,1015.1,3.1,0.0
2022-07-23,0.0,2.5,19.6,78.3,1014.8,0.6,0.0
2022-07-24,0.0,3.3,18.0,77.3,1016.4,0.0,0.0
2022-07-25,0.0,3.4,21.3,67.5,1012.8,0.0,4.9
2022-07-26,0.0,3.0,19.8,76.3,1008.0,3.4,0.0
2022-07-27,0.0,4.1,15.9,68.4,1013.1,0.0,0.0
2022-07-28,0.0,3.3,17.2,76.8,1017.9,0.2,0.0
2022-07-29,0.0,3.3,17.3,75.4,1021.5,0.0,0.0
2022-07-30,0.0,4.1,19.0,72.0,1017.7,0.0,0.0
2022-07-31,0.0,3.6,18.7,72.0,1013.8,0.0,0.0
2022-08-01,0.0,3.0,18.0,83.0,1012.0,0.0,0.0
2022-08-02,0.0,3.1,18.1,73.6,1016.7,0.0,0.0
2022-08-03,0.0,3.1,21.8,62.0,1016.6,0.0,0.0
2022-08-04,0.0,3.4,24.6,55.5,1016.0,0.0,0.0
2022-08-05,0.0,4.8,24.8,57.8,1012.9,0.0,5.4
2022-08-06,0.0,4.3,18.3,65.3,1019.8,0.0,0.0
2022-08-07,0.0,2.5,15.8,73.1,1023.8,0.0,0.0
2022-08-08,0.0,1.9,16.7,73.8,1024.6,0.0,0.0
2022-08-09,0.0,2.4,18.3,75.0,1026.9,0.0,0.0
2022-08-10,0.0,3.4,18.0,76.3,1027.2,0.0,0.0
2022-08-11,0.0,2.5,18.5,77.3,1025.1,0.0,0.0
2022-08-12,0.0,2.8,20.3,72.6,1023.0,0.0,0.0
2022-08-13,0.0,4.0,22.2,74.6,1019.0,0.0,0.0
2022-08-14,0.0,3.6,22.3,76.1,1013.1,0.0,0.0
2022-08-15,0.0,2.8,24.5,69.5,1008.3,0.0,0.0
2022-08-16,0.0,3.3,24.2,71.6,1008.5,0.2,0.0
2022-08-17,0.0,3.0,23.2,86.9,1011.2,0.0,0.2
2022-08-18,0.0,2.3,24.2,77.3,1012.2,0.0,0.0
2022-08-19,0.0,4.9,26.8,61.6,1010.1,0.0,0.0
2022-08-20,0.0,4.4,24.1,78.1,1010.6,4.0,8.0
2022-08-21,0.0,3.9,19.4,90.5,1011.7,5.3,6.6
2022-08-22,0.0,3.5,19.9,80.3,1015.2,0.0,0.1
2022-08-23,0.0,4.0,21.3,89.3,1016.2,1.1,4.4
2022-08-24,0.0,3.1,21.7,89.6,1019.3,0.0,0.0
2022-08-25,0.0,4.0,21.6,90.6,1019.4,0.0,0.0
2022-08-26,0.0,3.4,24.8,74.3,1014.5,0.0,0.0
2022-08-27,0.0,2.8,23.6,68.5,1011.7,0.0,0.0
2022-08-28,0.0,3.3,21.8,71.3,1011.0,0.0,0.0
2022-08-29,0.0,4.3,20.2,76.1,1013.7,0.0,8.1
2022-08-30,0.0,5.5,18.0,77.5,1018.6,0.6,0.9
2022-08-31,0.0,4.0,17.9,61.0,1021.7,0.3,0.1
2022-09-01,0.0,3.9,15.8,63.9,1021.5,0.0,3.3
2022-09-02,0.0,2.4,14.6,74.0,1022.5,0.9,0.0
2022-09-03,0.0,3.4,14.4,62.1,1023.0,0.0,0.0
2022-09-04,0.0,3.9,15.7,57.5,1025.6,0.0,0.0
2022-09-05,0.0,2.1,13.7,70.1,1028.7,0.0,0.0
2022-09-06,0.0,2.6,13.7,66.9,1025.2,0.0,0.0
2022-09-07,0.0,2.8,13.2,69.5,1019.8,0.0,0.0
2022-09-08,0.0,4.6,16.0,60.6,1016.2,0.0,6.9
2022-09-09,0.0,5.3,12.4,85.5,1014.2,4.2,0.0
2022-09-10,0.0,2.8,13.0,91.0,1013.3,0.0,0.0
2022-09-11,0.0,3.8,14.8,73.0,1011.5,0.0,0.0
2022-09-12,0.0,3.6,15.2,67.6,1013.8,0.0,0.0
2022-09-13,0.0,3.6,12.8,87.1,1007.3,0.1,0.0
2022-09-14,0.0,4.6,14.6,75.3,1000.7,0.0,0.0
